35;352900;Mar\xedlia;518.047.448,90;
31;312230;Divin\xf3polis;467.405.443,79;
27;270030;Arapiraca;598.567.164,59;
35;350160;Americana;564.771.116,12;
33;330190;Itabora\xed;559.572.660,78;
43;431870;S\xe3o Leopoldo;633.569.124,91;
35;350320;Araraquara;671.356.682,42;
35;352440;Jacare\xed;570.412.899,28;
35;352250;Itapevi;509.304.319,32;
35;354140;Presidente Prudente;510.188.740,59;
23;230765;Maracana\xfa;603.280.529,82;
51;510760;Rondon\xf3polis;518.378.787,54;
35;351907;Hortol\xe2ndia;628.697.787,14;
29;291840;Juazeiro;454.291.105,61;
29;291480;Itabuna;442.561.280,82;
31;315780;Santa Luzia;323.522.494,72;
50;500370;Dourados;689.625.925,76;
52;521880;Rio Verde;648.311.343,74;
33;330070;Cabo Frio;734.826.942,95;
42;420420;Chapec\xf3;591.383.378,56;
42;420820;Itaja\xed;1.148.809.189,66;
32;320120;Cachoeiro de Itapemirim;378.360.147,73;
42;420460;Crici\xfama;560.971.747,30;
43;431560;Rio Grande;517.349.832,48;
43;430060;Alvorada;278.282.808,62;
23;231290;Sobral;537.260.963,54;
26;260290;Cabo de Santo Agostinho;565.659.695,05;
35;354390;Rio Claro;658.649.624,03;
15;150553;Parauapebas;943.525.234,00;
52;521250;Luzi\xe2nia;325.735.212,53;
43;431410;Passo Fundo;455.218.886,20;
29;291920;Lauro de Freitas;431.336.521,89;
52;520025;\xc1guas Lindas de Goi\xe1s;289.246.976,24;
15;150240;Castanhal;324.826.145,99;
35;350280;Ara\xe7atuba;428.860.184,04;
33;330010;Angra dos Reis;945.196.562,59;
35;354580;Santa B\xe1rbara d&#039;Oeste;408.248.854,04;
35;351570;Ferraz de Vasconcelos;274.534.090,97;
33;330340;Nova Friburgo;419.910.658,32;
28;280480;Nossa Senhora do Socorro;228.093.959,23;
41;410940;Guarapuava;313.202.030,07;
33;330040;Barra Mansa;439.619.822,12;
31;312980;Ibirit\xe9;294.831.266,27;
21;211120;S\xe3o Jos\xe9 de Ribamar;255.818.562,17;
29;291360;Ilh\xe9us;312.087.690,98;
33;330580;Teres\xf3polis;416.455.909,11;
17;170210;Aragua\xedna;313.441.654,85;
35;351630;Francisco Morato;275.523.920,03;
33;330285;Mesquita;215.500.438,16;
35;352220;Itapecerica da Serra;357.061.026,77;
42;420890;Jaragu\xe1 do Sul;634.742.654,32;
35;352390;Itu;475.523.420,59;
32;320320;Linhares;554.698.084,10;
21;211220;Timon;297.022.512,92;
31;315180;Po\xe7os de Caldas;460.885.621,20;
42;421190;Palho\xe7a;381.390.516,16;
35;350760;Bragan\xe7a Paulista;400.643.041,15;
35;353800;Pindamonhangaba;371.472.965,33;
21;210300;Caxias;354.526.184,43;
29;291800;Jequi\xe9;285.838.588,36;
29;293135;Teixeira de Freitas;294.530.985,79;
35;352230;Itapetininga;380.704.429,58;
35;354880;S\xe3o Caetano do Sul;1.295.126.610,83;
52;522185;Valpara\xedso de Goi\xe1s;259.318.789,58;
42;420930;Lages;439.249.124,72;
33;330320;Nil\xf3polis;262.105.443,78;
29;290320;Barreiras;319.358.734,79;
26;260345;Camaragibe;228.578.810,44;
29;290070;Alagoinhas;275.781.044,19;
15;150010;Abaetetuba;207.937.777,35;
33;330270;Maric\xe1;590.787.632,61;
41;411820;Paranagu\xe1;358.791.399,07;
31;314800;Patos de Minas;344.210.736,14;
22;220770;Parna\xedba;260.947.756,81;
35;351640;Franco da Rocha;271.116.536,21;
35;353070;Mogi Gua\xe7u;408.027.649,52;
29;292530;Porto Seguro;303.674.895,62;
31;315250;Pouso Alegre;394.597.935,88;
35;352530;Ja\xfa;319.025.586,63;
33;330414;Queimados;296.632.880,57;
35;350750;Botucatu;341.532.007,33;
31;316860;Te\xf3filo Otoni;279.883.563,58;
33;330452;Rio das Ostras;612.141.877,33;
35;350410;Atibaia;391.512.563,24;
43;432000;Sapucaia do Sul;324.909.038,22;
26;260600;Garanhuns;268.022.738,58;
26;261640;Vit\xf3ria de Santo Ant\xe3o;227.170.861,49;
41;410180;Arauc\xe1ria;809.017.600,48;
25;251370;Santa Rita;189.546.874,27;
31;310560;Barbacena;292.267.609,67;
29;293070;Sim\xf5es Filho;293.659.118,61;
31;315670;Sabar\xe1;223.105.716,14;
51;510790;Sinop;280.668.246,05;
41;412770;Toledo;384.815.424,15;
42;420200;Balne\xe1rio Cambori\xfa;637.067.349,00;
31;317070;Varginha;242.451.913,14;
15;150210;Camet\xe1;192.718.159,37;
41;410140;Apucarana;254.124.910,89;
11;110012;Ji-Paran\xe1;214.814.480,46;
35;354730;Santana de Parna\xedba;732.382.939,79;
35;350330;Araras;320.927.959,70;
23;230420;Crato;217.923.470,19;
43;432240;Uruguaiana;204.548.215,48;
41;411915;Pinhais;297.695.990,04;
42;420290;Brusque;341.199.723,83;
32;320490;S\xe3o Mateus;265.478.063,10;
15;150442;Marituba;202.936.402,12;
23;230640;Itapipoca;215.827.134,19;
43;431680;Santa Cruz do Sul;351.964.430,54;
31;311830;Conselheiro Lafaiete;177.822.407,50;
43;430310;Cachoeirinha;326.667.845,17;
41;410420;Campo Largo;223.071.653,41;
33;330420;Resende;465.492.492,64;
33;330020;Araruama;278.174.396,00;
23;230770;Maranguape;177.442.220,74;
15;150730;S\xe3o F\xe9lix do Xingu;141.124.502,59;
32;320150;Colatina;287.109.377,86;
15;150170;Bragan\xe7a;135.865.980,16;
35;355620;Valinhos;357.752.428,47;
32;320240;Guarapari;272.159.528,83;
35;355170;Sert\xe3ozinho;346.164.307,57;
21;210750;Pa\xe7o do Lumiar;146.842.759,45;
33;330200;Itagua\xed;540.318.649,47;
31;317120;Vespasiano;232.066.690,81;
43;430160;Bag\xe9;278.426.741,81;
35;354330;Ribeir\xe3o Pires;251.586.569,20;
35;352500;Jandira;262.125.196,93;
52;522140;Trindade;158.213.731,12;
15;150130;Barcarena;263.973.535,15;
21;210330;Cod\xf3;191.351.059,78;
29;292400;Paulo Afonso;215.133.017,63;
35;350650;Birigui;251.675.535,21;
35;351110;Catanduva;292.169.481,78;
35;350550;Barretos;388.507.550,26;
35;351840;Guaratinguet\xe1;268.111.458,91;
35;355700;Votorantim;255.481.788,15;
31;313170;Itabira;447.686.081,80;
35;355400;Tatu\xed;287.269.028,33;
35;355650;V\xe1rzea Paulista;228.248.494,12;
41;410150;Arapongas;215.165.565,60;
50;500830;Tr\xeas Lagoas;395.875.288,07;
31;310350;Araguari;254.648.931,91;
35;351050;Caraguatatuba;530.177.996,44;
35;352340;Itatiba;332.695.214,79;
35;354520;Salto;295.199.315,96;
52;520800;Formosa;191.589.868,73;
35;353980;Po\xe1;397.319.964,91;
16;160060;Santana;0,00;
26;260680;Igarassu;182.261.155,18;
41;410040;Almirante Tamandar\xe9;135.720.213,41;
29;291072;Eun\xe1polis;195.324.157,07;
43;430210;Bento Gon\xe7alves;346.588.531,14;
31;314790;Passos;177.396.306,29;
15;150060;Altamira;297.651.505,53;
21;210005;A\xe7ail\xe2ndia;247.225.056,59;
15;150810;Tucuru\xed;260.842.632,66;
31;311940;Coronel Fabriciano;158.040.826,56;
52;521523;Novo Gama;107.880.912,52;
15;150550;Paragominas;255.086.110,21;
41;412810;Umuarama;279.735.910,41;
50;500320;Corumb\xe1;408.101.737,93;
31;314390;Muria\xe9;173.345.728,51;
25;251080;Patos;163.220.937,91;
41;411950;Piraquara;169.126.971,92;
11;110002;Ariquemes;206.995.923,71;
26;261250;Santa Cruz do Capibaribe;131.977.030,91;
52;522045;Senador Canedo;373.717.672,64;
41;410370;Camb\xe9;193.118.399,21;
31;313420;Ituiutaba;250.106.572,27;
42;421870;Tubar\xe3o;187.364.353,43;
31;310400;Arax\xe1;282.325.137,42;
28;280350;Lagarto;153.996.977,31;
43;430700;Erechim;206.268.106,68;
21;210120;Bacabal;173.398.290,00;
29;292870;Santo Ant\xf4nio de Jesus;159.025.513,40;
15;150795;Tail\xe2ndia;121.487.579,81;
35;350400;Assis;261.103.225,84;
23;230550;Iguatu;176.694.437,15;
52;521150;Itumbiara;267.522.536,98;
35;353650;Paul\xednia;1.077.576.124,22;
52;520510;Catal\xe3o;320.386.044,83;
31;313820;Lavras;209.507.197,90;
24;241200;S\xe3o Gon\xe7alo do Amarante;247.794.098,80;
33;330227;Japeri;192.598.168,67;
35;352670;Leme;274.831.275,62;
33;330220;Itaperuna;263.496.921,60;
33;330520;S\xe3o Pedro da Aldeia;199.813.507,16;
15;150180;Breves;183.424.427,42;
13;130190;Itacoatiara;161.891.526,94;
26;260005;Abreu e Lima;126.470.057,17;
43;430930;Gua\xedba;239.089.519,63;
51;510795;Tangar\xe1 da Serra;210.578.821,62;
29;293290;Valen\xe7a;137.659.738,50;
35;352210;Itanha\xe9m;341.225.918,94;
15;150360;Itaituba;194.774.657,53;
32;320060;Aracruz;342.988.179,59;
35;350900;Caieiras;205.198.561,03;
52;521190;Jata\xed;292.953.540,36;
33;330030;Barra do Pira\xed;183.480.711,45;
25;250180;Bayeux;122.663.995,53;
31;313240;Itajub\xe1;167.650.195,72;
13;130250;Manacapuru;128.973.221,31;
11;110030;Vilhena;225.546.033,40;
35;352850;Mairipor\xe3;184.951.652,85;
41;410765;Fazenda Rio Grande;161.557.319,68;
28;280290;Itabaiana;139.529.756,88;
21;210140;Balsas;169.500.579,28;
31;314520;Nova Serrana;146.003.855,64;
26;260720;Ipojuca;648.367.821,14;
41;412625;Sarandi;119.029.242,40;
41;410430;Campo Mour\xe3o;215.251.545,38;
35;352240;Itapeva;239.801.412,91;
35;355710;Votuporanga;252.442.599,56;
31;314710;Par\xe1 de Minas;189.688.371,59;
31;313380;Ita\xfana;204.631.709,91;
35;350850;Ca\xe7apava;209.674.204,24;
31;314700;Paracatu;220.253.542,17;
35;353080;Moji Mirim;296.633.238,52;
31;314480;Nova Lima;476.470.529,86;
31;311340;Caratinga;141.306.131,32;
51;510250;C\xe1ceres;135.140.673,86;
31;316250;S\xe3o Jo\xe3o del Rei;183.543.655,48;
35;354910;S\xe3o Jo\xe3o da Boa Vista;274.647.162,00;
31;314810;Patroc\xednio;173.561.421,55;
29;290650;Candeias;247.900.719,77;
50;500660;Ponta Por\xe3;215.989.160,29;
35;350450;Avar\xe9;260.647.574,76;
28;280670;S\xe3o Crist\xf3v\xe3o;90.973.828,86;
31;316870;Tim\xf3teo;151.612.547,75;
52;521760;Planaltina;136.213.162,87;
31;313940;Manhua\xe7u;144.760.797,03;
11;110004;Cacoal;164.169.268,55;
35;355060;S\xe3o Roque;243.929.498,55;
41;410840;Francisco Beltr\xe3o;203.826.053,16;
35;355540;Ubatuba;250.234.104,74;
21;210990;Santa In\xeas;141.616.757,06;
35;352720;Lorena;169.141.197,84;
41;411840;Paranava\xed;178.992.851,01;
21;210160;Barra do Corda;132.337.439,25;
29;291170;Guanambi;144.265.415,34;
23;231130;Quixad\xe1;140.097.340,94;
35;350390;Aruj\xe1;225.826.599,83;
26;261390;Serra Talhada;164.104.875,96;
35;355070;S\xe3o Sebasti\xe3o;525.902.479,48;
17;170950;Gurupi;232.780.198,96;
43;430300;Cachoeira do Sul;185.696.716,38;
51;510792;Sorriso;230.723.378,69;
33;330550;Saquarema;208.203.582,54;
52;520450;Caldas Novas;196.159.814,05;
13;130120;Coari;219.739.227,83;
33;330555;Serop\xe9dica;213.633.606,60;
43;430770;Esteio;210.721.905,91;
31;317040;Una\xed;185.033.614,63;
26;260110;Araripina;141.723.058,08;
29;291750;Jacobina;153.787.541,97;
29;291955;Lu\xeds Eduardo Magalh\xe3es;230.455.890,74;
43;431020;Iju\xed;299.664.408,32;
26;260640;Gravat\xe1;125.975.152,93;
29;293050;Serrinha;139.239.705,38;
42;421580;S\xe3o Bento do Sul;239.788.457,78;
23;230970;Pacatuba;120.955.771,92;
26;260400;Carpina;115.111.313,90;
12;120020;Cruzeiro do Sul;111.992.892,90;
35;350960;Campo Limpo Paulista;166.513.355,38;
15;150613;Reden\xe7\xe3o;143.890.336,77;
21;210860;Pinheiro;116.569.930,08;
35;352930;Mat\xe3o;189.249.662,28;
35;351340;Cruzeiro;139.812.723,20;
29;293010;Senhor do Bonfim;112.840.118,72;
41;411850;Pato Branco;227.043.750,59;
29;291005;Dias d&#039;\xc1vila;147.552.888,22;
43;431990;Sapiranga;183.629.717,91;
24;240710;Maca\xedba;143.274.067,76;
31;312090;Curvelo;135.425.670,95;
15;150470;Moju;135.085.496,57;
43;431140;Lajeado;240.476.206,21;
31;310160;Alfenas;191.244.888,11;
31;313620;Jo\xe3o Monlevade;172.017.546,33;
41;410550;Cianorte;196.542.049,29;
33;330600;Tr\xeas Rios;206.122.973,34;
26;260620;Goiana;175.006.586,42;
23;230100;Aquiraz;189.507.229,55;
43;431750;Santo \xc2ngelo;131.963.580,64;
31;316930;Tr\xeas Cora\xe7\xf5es;145.103.578,65;
21;210320;Chapadinha;124.139.979,65;
42;420320;Cambori\xfa;158.582.876,64;
23;231140;Quixeramobim;154.065.320,99;
31;317130;Vi\xe7osa;131.725.354,39;
43;430040;Alegrete;149.395.595,67;
35;350610;Bebedouro;215.303.491,30;
35;351970;Ibi\xfana;151.867.335,72;
29;291640;Itapetinga;0,00;
23;230280;Canind\xe9;139.031.136,58;
42;420300;Ca\xe7ador;160.008.876,56;
41;412710;Tel\xeamaco Borba;161.136.008,56;
42;421130;Navegantes;235.397.539,28;
35;352710;Lins;163.887.968,92;
22;220800;Picos;146.082.726,13;
32;320510;Viana;165.631.686,63;
35;352430;Jaboticabal;184.778.846,14;
23;231180;Russas;134.673.800,00;
27;270770;Rio Largo;106.145.121,72;
26;260170;Belo Jardim;136.280.586,62;
35;353930;Pirassununga;208.814.599,28;
35;355670;Vinhedo;359.017.948,56;
31;311530;Cataguases;111.582.803,53;
23;231340;Tiangu\xe1;131.082.720,63;
31;314610;Ouro Preto;280.140.785,11;
29;291460;Irec\xea;116.302.580,53;
23;230410;Crate\xfas;122.535.960,92;
33;330610;Valen\xe7a;156.091.166,29;
27;270630;Palmeira dos \xcdndios;157.426.101,10;
35;350920;Cajamar;377.040.752,26;
24;240260;Cear\xe1-Mirim;125.890.075,06;
35;352260;Itapira;229.617.354,54;
15;150506;Novo Repartimento;143.267.759,55;
42;420430;Conc\xf3rdia;233.958.973,63;
26;260120;Arcoverde;120.038.840,78;
23;230110;Aracati;147.264.092,20;
29;290600;Campo Formoso;132.693.207,70;
29;290720;Casa Nova;202.973.899,55;
43;431720;Santa Rosa;147.645.241,52;
21;210232;Buriticupu;124.243.965,33;
52;521975;Santo Ant\xf4nio do Descoberto;107.387.849,19;
31;313510;Jana\xfaba;145.934.817,91;
21;211000;Santa Luzia;117.456.209,41;
41;410490;Castro;159.138.585,13;
35;350190;Amparo;209.301.696,18;
23;230350;Cascavel;128.646.614,19;
15;150530;Oriximin\xe1;172.431.890,43;
23;230960;Pacajus;110.796.527,90;
15;150670;Santana do Araguaia;80.363.801,61;
29;290390;Bom Jesus da Lapa;129.447.890,79;
31;316470;S\xe3o Sebasti\xe3o do Para\xedso;153.298.284,23;
43;432260;Ven\xe2ncio Aires;166.863.133,63;
29;290460;Brumado;126.260.372,97;
25;251620;Sousa;96.485.171,86;
43;430790;Farroupilha;198.329.847,95;
28;280210;Est\xe2ncia;156.167.483,83;
21;210480;Graja\xfa;112.342.282,89;
42;421480;Rio do Sul;137.080.366,52;
35;351280;Cosm\xf3polis;137.151.749,30;
31;312410;Esmeraldas;94.394.350,66;
35;353050;Mococa;147.813.466,14;
15;150650;Santa Izabel do Par\xe1;94.648.976,74;
26;260990;Ouricuri;93.890.925,40;
35;351550;Fernand\xf3polis;141.817.496,18;
31;313520;Janu\xe1ria;80.253.595,20;
31;312610;Formiga;134.915.450,45;
29;290840;Concei\xe7\xe3o do Coit\xe9;90.149.190,44;
26;260520;Escada;98.105.495,24;
35;351510;Embu-Gua\xe7u;124.425.266,93;
24;240200;Caic\xf3;99.407.966,78;
25;250320;Cabedelo;219.171.117,79;
21;210540;Itapecuru Mirim;104.728.090,90;
52;520860;Goian\xe9sia;147.056.563,82;
23;230540;Ic\xf3;111.300.045,64;
42;420590;Gaspar;162.530.182,65;
29;291560;Itamaraju;110.583.458,10;
35;352680;Len\xe7\xf3is Paulista;153.218.498,30;
15;150220;Capanema;107.027.908,66;
42;420140;Ararangu\xe1;115.221.665,85;
26;261090;Pesqueira;92.464.642,07;
29;291470;Itaberaba;119.283.309,00;
52;520549;Cidade Ocidental;108.271.694,60;
35;353760;Peru\xedbe;205.706.525,66;
42;420230;Bigua\xe7u;150.426.507,98;
42;420750;Indaial;158.579.859,94;
27;270930;Uni\xe3o dos Palmares;112.172.825,99;
43;430350;Camaqu\xe3;139.510.325,29;
23;230523;Horizonte;186.132.650,98;
35;355500;Tup\xe3;133.843.989,26;
43;432250;Vacaria;148.121.296,71;
29;290980;Cruz das Almas;94.679.341,48;
43;430390;Campo Bom;178.369.576,00;
41;412240;Rol\xe2ndia;128.619.936,05;
27;270670;Penedo;117.272.534,46;
21;210360;Coroat\xe1;103.358.261,21;
26;261450;Surubim;88.376.500,26;
15;150178;Breu Branco;97.340.804,19;
43;431240;Montenegro;194.221.805,23;
31;314930;Pedro Leopoldo;138.163.144,94;
13;130406;Tabatinga;89.210.964,55;
43;430610;Cruz Alta;129.436.883,96;
23;230260;Camocim;107.975.984,23;
43;431830;S\xe3o Gabriel;108.419.469,07;
26;261000;Palmares;114.995.269,04;
43;431800;S\xe3o Borja;163.427.947,59;
52;521310;Mineiros;192.767.899,36;
35;353730;Pen\xe1polis;145.055.302,39;
22;220840;Piripiri;97.583.043,72;
29;291400;Ipir\xe1;89.302.285,08;
21;210170;Barreirinhas;100.834.485,14;
43;430470;Carazinho;183.629.981,08;
15;150345;Ipixuna do Par\xe1;79.701.380,43;
13;130290;Mau\xe9s;98.922.094,71;
23;230020;Acara\xfa;97.215.567,89;
25;250370;Cajazeiras;95.923.024,31;
26;260940;Moreno;85.701.960,16;
13;130420;Tef\xe9;102.074.906,88;
29;292860;Santo Amaro;92.616.560,43;
29;291070;Euclides da Cunha;99.415.470,37;
27;270860;S\xe3o Miguel dos Campos;151.719.428,65;
31;313760;Lagoa Santa;161.986.228,88;
15;150800;Tom\xe9-A\xe7u;115.335.742,21;
23;230870;Morada Nova;112.021.524,93;
51;510525;Lucas do Rio Verde;169.704.933,99;
35;350590;Batatais;144.446.638,43;
42;420830;Itapema;165.705.613,30;
15;150330;Igarap\xe9-Miri;101.520.382,43;
15;150150;Benevides;73.321.185,58;
26;260190;Bezerros;97.199.502,82;
26;261220;Salgueiro;108.739.673,99;
41;411070;Irati;104.929.338,94;
31;315210;Ponte Nova;143.301.857,12;
15;150580;Portel;115.586.516,85;
23;231410;Vi\xe7osa do Cear\xe1;114.828.040,89;
31;314000;Mariana;308.534.501,42;
23;230190;Barbalha;167.731.310,44;
15;150830;Viseu;107.976.291,54;
35;350635;Bertioga;368.594.289,93;
51;510704;Primavera do Leste;172.012.375,06;
51;510180;Barra do Gar\xe7as;146.337.364,63;
22;220390;Floriano;107.795.824,74;
23;230760;Limoeiro do Norte;104.118.661,00;
25;250630;Guarabira;86.596.654,17;
26;261300;S\xe3o Bento do Una;85.952.689,07;
31;312710;Frutal;124.547.997,36;
35;353030;Mirassol;130.984.896,68;
35;351960;Ibitinga;113.174.397,13;
21;211250;Tut\xf3ia;0,00;
33;330430;Rio Bonito;186.377.408,63;
35;353340;Nova Odessa;142.722.268,00;
24;240020;A\xe7u;88.567.495,72;
23;231330;Tau\xe1;137.051.926,59;
15;150293;Dom Eliseu;100.187.042,40;
33;330185;Guapimirim;145.898.858,48;
35;350700;Boituva;179.792.642,53;
26;260280;Bu\xedque;73.294.918,25;
27;270140;Campo Alegre;93.208.419,51;
43;432120;Taquara;98.021.812,43;
15;150380;Jacund\xe1;86.928.691,19;
15;150812;Ulian\xf3polis;72.509.878,66;
27;270230;Coruripe;160.446.532,88;
15;150760;S\xe3o Miguel do Guam\xe1;85.668.028,45;
35;350210;Andradina;140.004.837,93;
35;353180;Monte Mor;164.344.930,65;
31;316940;Tr\xeas Pontas;117.485.352,67;
11;110028;Rolim de Moura;97.916.211,74;
33;330080;Cachoeiras de Macacu;166.953.735,37;
35;352400;Itupeva;198.794.614,61;
41;412820;Uni\xe3o da Vit\xf3ria;155.458.415,38;
35;355370;Taquaritinga;120.365.300,57;
31;316110;S\xe3o Francisco;77.771.841,17;
31;315120;Pirapora;131.458.337,33;
21;211270;Vargem Grande;91.685.461,48;
15;150480;Monte Alegre;114.245.718,11;
29;290750;Catu;97.178.465,83;
35;354260;Registro;136.334.112,37;
15;150390;Juruti;114.564.346,80;
43;431405;Parob\xe9;105.970.661,07;
26;260890;Limoeiro;89.911.499,53;
43;430450;Cangu\xe7u;118.374.980,86;
29;291760;Jaguaquara;76.907.436,36;
35;354680;Santa Isabel;140.253.865,15;
26;261060;Paudalho;78.491.053,33;
29;290210;Araci;89.855.762,20;
42;421010;Mafra;117.829.716,82;
11;110011;Jaru;96.811.833,60;
35;354070;Porto Ferreira;134.324.731,37;
52;520620;Cristalina;153.716.315,61;
15;150040;Alenquer;0,00;
23;231350;Trairi;84.175.849,00;
35;353780;Piedade;96.823.829,35;
29;292660;Ribeira do Pombal;82.872.414,27;
29;290270;Barra;102.387.597,81;
42;420700;I\xe7ara;144.562.703,48;
35;354970;S\xe3o Jos\xe9 do Rio Pardo;122.648.030,30;
13;130270;Manicor\xe9;74.725.461,25;
50;500790;Sidrol\xe2ndia;125.944.974,18;
31;311120;Campo Belo;105.168.917,97;
42;420380;Canoinhas;117.740.663,19;
23;230470;Granja;92.466.165,02;
35;351040;Capivari;131.817.626,28;
35;353110;Mongagu\xe1;186.452.081,07;
35;352470;Jaguari\xfana;262.394.966,68;
15;150020;Acar\xe1;103.455.471,78;
23;230240;Boa Viagem;88.535.738,13;
35;353390;Ol\xedmpia;195.872.622,10;
29;292880;Santo Est\xeav\xe3o;83.201.355,30;
31;311800;Congonhas;321.868.055,07;
23;230030;Acopiara;86.978.741,38;
13;130170;Humait\xe1;77.980.475,23;
41;410980;Ibipor\xe3;152.091.105,69;
31;313840;Leopoldina;77.323.469,97;
50;500570;Navira\xed;154.090.034,47;
23;230220;Beberibe;106.224.222,08;
